,User,Date Created,Number of Likes,Source of Tweet,Tweet
9578,SapnoKeRaja,2023-01-29 16:56:27+00:00,0,Twitter for Android,@mrunal0801 @StarGoldIndia @SwapnaCinema @VyjayanthiFilms @hanurpudi @dulQuer Please give Tamil version of Sita Ramam to Amazon Prime. Amazon has only dubbed version with Telugu Title Card. @PrimeVideoIN get Tamil version from Sita Ramam Team.
9579,MwayiGrace,2023-01-29 16:55:50+00:00,0,Twitter for iPhone,Is Amazon Prime video really worth it?
9580,King_Gamer_1st,2023-01-29 16:55:04+00:00,0,Twitter Web App,"A reminder that if you're ordering small enough items from Amazon and don't have Prime, simply don't pay premium for next-day delivery cause they'll probably just shove it on the delivery truck the next day anyway"
9581,drpepple_,2023-01-29 16:54:20+00:00,15,Twitter for iPhone,"BROTHERHOOD on Amazon prime.
Just because of Tobi’s  epic ending scene, I give it 8.5/10.
Can’t pick any holes from the movie. 
Good job!"
9582,DavidFromBack,2023-01-29 16:54:10+00:00,2,Twitter for iPhone,@YannickL @ourson95 Columbo c’est aussi quand on veut grâce à Amazon Prime ( qui détient les 7 premières saisons) 😎
9583,nico_wan_kenobi,2023-01-29 16:53:47+00:00,0,Twitter for iPhone,"@illynecosplay @tombraider @AmazonPrime_RP @AMZNGameStudios @CrystalDynamics Pk une dernière fois ? Lara a une bonne trentaine d’années dans les premiers TR. Si j’ai bien compris, ils vont faire le lien être Shadow of the Tomb Raider (2018) et le premier TR (1996) donc visuellement on devrait retrouver un design proche de la photo que tu as mis. ✌️😎"
9584,deejaypolar,2023-01-29 16:53:19+00:00,0,Twitter for iPhone,"Feeling like a gangster movie Sunday today. 

Found, “Shottas,” — “YAO MAX!” Iykyk,on Amazon prime video, gonna follow that up with City of God, then get into some mob movies, will watch The Godfather trilogy this evening, The Irishman, maybe Goodfellas. 

RIP Louie Rankin still."
9585,icemasterberry,2023-01-29 16:53:14+00:00,0,Twitter for iPhone,@thegreatclaysby @netflix This was the first he’s done that was setup to continue. Netflix ended up canceling it the same weekend Flanagan signed a deal with Amazon Prime. He has 1 last spooky show Fall 2023 going to Netflix then he’s working for Bezos
9586,DealsUnlimited8,2023-01-29 16:52:59+00:00,0,DealsUnlimitedUSA,"Ninja NC301 CREAMi Ice Cream Maker, for Gelato, Mix-ins, Milkshakes, Sorbet, Smoothie Bowls &amp; More, 7 One-Touch Programs, with (2) Pint Cont...

💥 Now: $ 179.99
📉 Average: $ 227.89

📦 #AmazonPrime

👉 🔗https://t.co/uH4uGWkG4n 👈 
#ad https://t.co/CsgXnBvdOy"
9587,bhatnaturally,2023-01-29 16:52:30+00:00,0,Twitter for Mac,@MoiSherni I added Hoichoi through my Amazon Prime subscription
9588,GJhamtani,2023-01-29 16:52:24+00:00,1,Twitter for Android,@BollywoodMemers Watch the suicide squad 2 and then peacemaker on Amazon prime
9589,alwaysasherni,2023-01-29 16:52:21+00:00,4,Twitter for Android,"@STUPIDREACTIONS I still feel if you watch it again, it'll grow on you. Your review felt a bit rushed. Maybe when it comes on OTT (which will probably be on Amazon Prime), watch it again and say how you feel."
9590,Preludecreation,2023-01-29 16:52:00+00:00,1,Twitter for Android,"Amazon Prime looter: 
Part of my new channel coming to discord. Deals , loot, and new games https://t.co/7ocb4Jpfo6"
9591,hanchou0120,2023-01-29 16:51:57+00:00,0,hanchanss,"➡おすすめのAmazonprimeのアニメです

✔劇場版「からかい上手の高木さん」
https://t.co/xQfo7VSAWo
#ad"
9592,Kak4u_289,2023-01-29 16:51:38+00:00,0,Twitter for Android,ALGUÉM ME EMPRESTA A CONTA DO AMAZON PRIME PORFAVOR
9593,perdiminhafrida,2023-01-29 16:51:35+00:00,2,Twitter for iPhone,essa série é tão maravilhosa. aborda temas como bipolaridade de forma super poética e envolvente. tem no amazon prime :)
9594,MarkDRose2,2023-01-29 16:51:13+00:00,1,Twitter for Android,@jeannicholia @sward1953 Thank you so much for your support and blessing Jean. You can watch my documentary Alaska Long Hunters on Prime Video or Free on https://t.co/BMwkXmHV8T soon to be a feature film on Amazon. Contains my story and full testimony.
9595,TYazawa19,2023-01-29 16:50:33+00:00,0,Botbird tweets,"【もういっぽん！】
Prime Videoなら「もういっぽん！」が見放題！
さらに今ならAmazon Prime30日間無料で体験できるキャンペーンも実施中！
このチャンスにイッキ見しちゃおう♪

#もういっぽん 
#PrimeVideo  
#Amazon 

⬇️詳しくはコチラ⬇️
https://t.co/w3aiD2pIpq
31"
9596,ssa_rosie,2023-01-29 16:50:27+00:00,0,Twitter for iPhone,truly do not understand how or why i am paying for films on amazon prime when i already pay for amazon prime
9597,resourcefulco,2023-01-29 16:50:08+00:00,2,Twitter for iPhone,"@Peculiar Pretty sure it’s from Amazon Prime Video, though you could watch it via Apple TV if you’re a Prime subscriber…"
9598,lapsisbeeftech,2023-01-29 16:50:00+00:00,0,SocialChamp IO ,"The best laptop deals on Amazon for October Prime Day  https://t.co/CaQ0XSh4Kj  Before Amazon's Prime Early Access Sale kicks off, ZDNET scoured the web for the best..."
9599,pato634,2023-01-29 16:49:35+00:00,4,Twitter for Android,"@JuanManuelSalin Gracias por el dato, al fin voy a ver la versión completa ¿Por qué la versión de Amazon prime es más corta?"
9600,lekhmagazine,2023-01-29 16:48:45+00:00,0,Twitter Web App,Amazon gaming prime: Know 5 on-demand features and prices. https://t.co/wZxrLPZvvc #amazongamingprime
9601,Santyhyun1485,2023-01-29 16:47:47+00:00,0,Twitter for Android,"Episode 8 on Amazon Prime Video
https://t.co/0lfH9Z3ATA https://t.co/1xa4IqBqtZ"
9602,vinaykalra3,2023-01-29 16:47:19+00:00,1,Twitter for Android,"@OnePlus_IN 1) YOU TUBE
2) DISNEY HOTSTAR
3) NETFLIX
4) AMAZON PRIME
@OnePlus_IN #OnePlusTVQ2Pro 
#OnePlusTV https://t.co/n0ttovMaiC"
9603,raylehmann,2023-01-29 16:47:15+00:00,2,Twitter Web App,"@trumwill @MoralHazardPay @PropterMalone It's so hard to figure out what Amazon Prime's incentives are, at all. It's fundamentally weird to operate a major Hollywood studio as a loss leader for a logistics and web-services company."
9604,rightsofrefusal,2023-01-29 16:47:00+00:00,1,Twitter Web App,"@LCultivated @3DPrintGeneral Yes, also @0101XTMD recommended it!

I checked the other day and I do have Amazon prime."
9605,SkruggWeasel,2023-01-29 16:46:58+00:00,3,Twitter for Android,@TheScubaPup You can watch it on Amazon prime
9606,june4sexy,2023-01-29 16:46:42+00:00,0,Twitter for iPhone,Just finished watching Shotgun wedding on Amazon Prime!! Pretty funny
9607,_AshleyRJones,2023-01-29 16:46:09+00:00,0,Twitter for iPhone,HUNTERS I and HUNTERS II on Amazon Prime is one of the best series I’ve ever watched.
9608,jacobdotgov,2023-01-29 16:45:45+00:00,2,Twitter for iPhone,@ElonMusgraves i haven’t but it’s on amazon prime video so i’ll check it out. i have seen war though
9609,Maddenx23Se,2023-01-29 16:45:27+00:00,1,Twitter for Android,@Marcel4Congress I tried to buy it from Amazon prime but I  could see the prices but not the buy button.  I can hardly wait to buy it!!!!  $12.99
9610,trumwill,2023-01-29 16:45:19+00:00,3,Twitter Web App,"@MoralHazardPay @PropterMalone @raylehmann It's interesting that Amazon Prime is so much better about this, and they have less incentive to be."
9611,hmmmpedro,2023-01-29 16:44:59+00:00,0,Twitter for Android,a navegação do amazon prime é um cocozão
9612,leandro_fort,2023-01-29 16:44:48+00:00,2,Twitter for Android,"Encontrei uma série antológica de terror na Amazon Prime, chama ""Crenças - histórias de horror"". Não consigo parar de assistir."
9613,hanchou0120,2023-01-29 16:44:28+00:00,0,hanchanss,"➡おすすめのAmazonprimeのアニメです

✔＃０３　まひろと未知との遭遇
https://t.co/ObCeh9QNsJ
#ad"
9614,whoismln,2023-01-29 16:44:08+00:00,0,Twitter for iPhone,mtn je passe ma vie sur amazon prime
9615,MrLateReplier,2023-01-29 16:42:32+00:00,0,Twitter for iPhone,@LFL1990 @Numbah_Six @BGOnTheScene I have no idea wtf ps vita is cause I don’t use Sony. I play Xbox. Guess they aren’t as tyrannical as your company leaders lol. Also just don’t get banned then 🤷🏾‍♂️. I’ve had Amazon prime for damn near a decade and never gotten banned. The shit you saying is all hype
9616,SrdPuri,2023-01-29 16:42:26+00:00,0,Twitter for Android,"@OnePlus_IN Ans: YouTube, Disney+Hotstar, Netflix, Amazon Prime Video.
#OnePlusTVQ2Pro #OnePlusTV"
9617,SimpleTruth3,2023-01-29 16:41:39+00:00,0,Twitter for iPhone,@ProfDemirtas Polisiye seviyorsaniz Amazon Prime’da Jack Ryan ya da Bosch
9618,MjMarcucci,2023-01-29 16:41:14+00:00,0,Twitter for iPhone,@MadScientistFF Patriot on Amazon Prime! So damn funny. Incredible original writing. Well casted. Pure genius.
9619,icolons,2023-01-29 16:40:50+00:00,2,Twitter for iPad,Viendo “Red Dawn” cada vez me convenzo q puede suceder..saquen un tiempito y véanla AMC y Amazon prime.. https://t.co/MU8hLX5BsJ
9620,HoneyBNP,2023-01-29 16:40:15+00:00,0,Twitter for iPhone,"มีnetflix, disney+,HBO, amazon prime ถ้าเพอซี่ฉายอันอื่นกุเคียดแฮงเด้อ"
9621,oo1Finga_2WoRdz,2023-01-29 16:39:29+00:00,0,Twitter for iPhone,Amazon Prime ain’t priming like it used too..
9622,gbamzagb,2023-01-29 16:39:20+00:00,0,Twitter for iPhone,"@ArsenalN7 The problem is his attitude , when he was benched as seen in Amazon prime, he actually thinks he deserves to start, that alone should make arsenal offload him quick!!"
9623,camaradaiguita,2023-01-29 16:39:18+00:00,0,Twitter for Android,@soueumimi Não vi pq tô sem amazon prime e so tinha lá...mas eu vou ver essa semana ainda
9624,yeahfrancesca,2023-01-29 16:38:10+00:00,0,Twitter for iPhone,"MCI… yes umabot na ako sa pag binge watch ng isang local teleserye. 

While andami ko pang hindi matapos na netflix at amazon prime series 😉"
9625,AmazonHelp,2023-01-29 16:38:10+00:00,0,Sprinklr,"@mbaisathya We understand your concern regarding your preferred content on Amazon Prime Video. We don't have an update on this, please stay tuned. Further, we'll be sure to pass on your experience as feedback to the concerned team.
-Anjali"
9626,RalphB34633862,2023-01-29 16:37:51+00:00,0,Twitter for Android,"@PrimeVideoDE Nur Disney+ und Prime (eigentlich Beifang zum Lieferservice). Sollte Amazon noch weiter seine Preise erhöhen, werde ich das überdenken. Werde auch bestimmt nicht noch zusätzliche Amazon Channels abonnieren. Ich beabsichtige nicht nur noch für Streamingdienste zu arbeiten."
9627,MarcelloJ_Lopes,2023-01-29 16:37:44+00:00,6,Twitter Web App,"14° filme do ano. Assisti na Amazon Prime. De bom só a Jennifer Lopez, de resto o filme é um porre. Nota: 0 https://t.co/vptdPboEFz"
9628,common_man15951,2023-01-29 16:37:41+00:00,2,Twitter Web App,"@manishgarg9999 @taran_adarsh Even if spent 150 cr on PR then still, #Pathaan has come out as profitable in 4 days and by the end of its run it should have doubled or tripled it's budget. So it wil be ATBB. + Don't forget Amazon prime has locked the deal for streaming for 150 cr even before release."
9629,websterfilms,2023-01-29 16:37:16+00:00,2,Twitter Web App,"The Penitent #websterfilms 
WATCH NOW ON AMAZON PRIME 

https://t.co/1HrPC0bgZb...
@JimMain14 @emilycarding @CelticSeaWolf https://t.co/VhiStVgbl3"
9630,taiyo_nogi_,2023-01-29 16:37:10+00:00,3,Twitter for iPhone,@1nogi2saya3shio Amazon prime videoに進出したおかげで5倍以上ギャラ増えました‼︎
9631,soltebrio_,2023-01-29 16:36:46+00:00,0,Twitter for Android,@Eldiamantenegro En amazon prime jajajaja
9632,ImmyC1992,2023-01-29 16:36:36+00:00,1,Twitter for iPhone,I don’t look on Amazon Prime for movies for ages and then all of a sudden I’ve just added 5 I want to watch 😅 now to choose which one to watch later!
9633,olhos4mendo4dos,2023-01-29 16:35:57+00:00,1,Twitter Web App,eu tenho altas parada no lol por conta do amazon prime game e de um bagui que vitinho fez mas nen jogo e fico naquelinha de amanhã eu começo a me interessar
9634,Lagboat26,2023-01-29 16:35:10+00:00,9,Twitter for Android,Just cancelled my Amazon Prime Subscription https://t.co/GCM9zZr29S
9635,espinof_com,2023-01-29 16:35:09+00:00,2,TweetPublishedPost,La principal influencia de 'Decision to Leave' es este magistral drama romántico que se puede ver en Amazon Prime Video https://t.co/Xz3rPDMIBo https://t.co/DCYBiREzrT
9636,tweets_worthy,2023-01-29 16:35:06+00:00,0,"Social Post Magic, GoJeo Pty Ltd",Valentine's Day shopping on Amazon? Use this ► https://t.co/q5R6saOGo3 #FoundItOnAmazon #Prime #Deals https://t.co/ke14UAcSTj
9637,websterfilms,2023-01-29 16:34:50+00:00,2,Twitter Web App,"WATCH NOW ON AMAZON PRIME 

https://t.co/1HrPC0bgZb... https://t.co/XdpVjaMyGl"
9638,pooja200_2,2023-01-29 16:34:33+00:00,0,Twitter for Android,"@mrunal0801 @StarGoldIndia Star Gold isn't available....so, gonna watch it on Amazon Prime again✌️✌️"
9639,LaVozdeAvila,2023-01-29 16:34:00+00:00,0,TweetDeck,"🗣️ Amazon Prime Video: Una boda explosiva
👉🏻 https://t.co/bydLytY502
#⃣ #LaVozdeAvila #UnaBodaExplosiva #ShotgunWedding #Estrenos #AmazonPrime #AmazonPrimeVideo  
👥 @PrimeVideoES @Lionsgate"
9640,FootballHead518,2023-01-29 16:33:24+00:00,0,Twitter for iPhone,Wow @amazon has gone down hill. 2 prime orders. 1 lost after a week the other I’ve been waiting for for a month and the order date keeps getting pushed. Why do I pay for prime?
9641,Hermiey6,2023-01-29 16:32:35+00:00,4,Twitter for iPhone,"『エスケープ・ルーム2/決勝戦』 
Amazon Prime Video

シネマ神戸で観た1作目が面白すぎて、かなり期待してたけど、今作もしっかり楽しませてもらった！テンポも良く、最後の最後まで目が離せない。今回は配信スルーだったので、3作目こそは映画館で観たい！

#hermiey2023 https://t.co/Qm71K8idJF"
9642,EdenHallSeries,2023-01-29 16:32:02+00:00,0,Twitter Web App,"Portable Monitor 15.6inch 1080P FHD USB-C Laptop Monitor HDMI Computer Display HDR IPS Gaming Monitor w/Premium Smart Cover &amp; Speakers, External Monitor for Laptop PC Mac Phone PS4 Xbox Switch

32% off right now at #AmazonPrime - #Hurry 

https://t.co/Ka534PdyiT https://t.co/ZjgMjGmJmE"
9643,dellyranksindia,2023-01-29 16:30:51+00:00,0,FS POSTER - Twitter App,"Amazon to charge delivery fees on all grocery orders under $150 #amazon #AmazonPrime #grocery #grocerydelivery #walmartinc https://t.co/ppR2sUSxx9
https://t.co/ypjGE8E2CQ"
9644,12rushi12,2023-01-29 16:30:49+00:00,0,Twitter for iPhone,"@OnePlus_IN Youtube , Disney hotstar, netflix and Amazon prime video"
9645,TYazawa19,2023-01-29 16:30:34+00:00,0,Botbird tweets,"【虚構推理 Season2】
Prime Videoなら「虚構推理 Season2」が見放題！
さらに今ならAmazon Prime30日間無料で体験できるキャンペーンも実施中！
このチャンスにイッキ見しちゃおう♪
63

#虚構推理
#PrimeVideo  
#Amazon 

⬇️詳しくはコチラ⬇️
https://t.co/3SVr36nNgN"
9646,Kyoto_fm55,2023-01-29 16:30:33+00:00,1,Twitter for iPhone,"@amiisinyourmind ブルース・ブラザーズっていうミュージカル/コメディは、レイチャールズ含め大御所ミュージシャンが多数出演していて、コメディも面白いし圧巻のパフォーマンスが楽しめてオススメです。

Amazon Primeで観れます。
興味があれば是非

https://t.co/mWTpF34jIr"
9647,discountsdeck,2023-01-29 16:30:30+00:00,5,Twitter Web App,"Avail 42% Off On Asian Paints ezyCR8 Tile Seal (White), DIY Ready-mix Restoring Tile Grout for Bathroom, Kitchen Tiles – 200mL Tube

MRP: Rs 325

Deal Price: Rs 189 (Free Delivery For Prime)

Link: https://t.co/kdnRZtdu7u

#Amazon #Ad"
9648,websterfilms,2023-01-29 16:30:27+00:00,3,Twitter Web App,"The Penitent 
WATCH NOW ON AMAZON PRIME 

https://t.co/1HrPC0bgZb...
#ThePenitent #Websterfilms @markryan243 @JulianSeager https://t.co/yvZ1LTx0H6"
9649,LS_Shopping,2023-01-29 16:30:12+00:00,0,IFTTT,"📉 MINIMO STORICO 📉

📍 Amazon Essentials Canotta Smanicata con vestibilità Rilassata Donna, Pesca, L

🛒 https://t.co/dNT9ymefZp

💰 A soli 5,09 invece di 12,75
💸 Risparmi 7,66 (61%)
845 Recensioni: 4.3 / 5.0 ⭐️⭐️⭐️⭐️
🛒 Spedizione Gratuita con Amazon Prime 

#Moda #Canotte…"
9650,LS_Shopping,2023-01-29 16:30:10+00:00,0,IFTTT,"📍 Geox U Adrien A, Scarpe Uomo, Marrone (Brown), 42 EU

🛒 https://t.co/NXlZmseUZL

💰 A soli 54,95 invece di 109,90
💸 Risparmi 54,95 (50%)
🛒 Spedizione Gratuita con Amazon Prime 

#Moda #Scarpestringatebasse"
9651,LS_Shopping,2023-01-29 16:30:09+00:00,0,IFTTT,"📉 MINIMO STORICO 📉

📍 Timberland Uomo Davis Square F/L Chukka Stivali, Grigio (Steeple Grey), 43 EU

🛒 https://t.co/1Aafr3OG8s

💰 A soli 67,00 invece di 100,00
💸 Risparmi 33,00 (33%)
2,724 Recensioni: 4.5 / 5.0 ⭐️⭐️⭐️⭐️⭐️
🛒 Spedizione Gratuita con Amazon Prime 

#Moda #…"
9652,LS_Shopping,2023-01-29 16:30:08+00:00,1,IFTTT,"📉 MINIMO STORICO 📉

📍 Pepe Jeans Camila T-Shirt, Donna, Nero(Black), XS

🛒 https://t.co/u9OxNuVgta

💰 A soli 8,27 invece di 29,90
💸 Risparmi 21,61 (73%)
⭐️⭐️⭐️⭐️ 4.10 / 5.00 stelle su 39 recensioni
🛒 Spedizione Gratuita con Amazon Prime 

#Moda #T-shirt"
9653,LS_Shopping,2023-01-29 16:30:08+00:00,0,IFTTT,"📉 MINIMO STORICO 📉

📍 Timberland Uomo Davis Square F/L Chukka Stivali, Grigio (Steeple Grey), 43 EU

🛒 https://t.co/Zvq6VFAYMR

💰 A soli 67,00 invece di 100,00
💸 Risparmi 33,00 (33%)
2,724 Recensioni: 4.5 / 5.0 ⭐️⭐️⭐️⭐️⭐️
🛒 Spedizione Gratuita con Amazon Prime 

#Moda #…"
9654,LetrasPquenas,2023-01-29 16:30:00+00:00,1,Twitter Web App,Con Amazon Prime tienes una suscripción para Twitch GRATIS!! https://t.co/Qy76Mlk2c5 #beneficios #ventajas #amazonprime #amazogaming #twitch https://t.co/ds2lpmketX
9655,WagnerGertrudes,2023-01-29 16:29:51+00:00,0,Twitter for Android,@o_matheusfc @bielvaquer @NoticiasdaTV Mas ele tá na Amazon Prime Vídeo
